POP N MAF Chrom NS SS pNpS private TH.pNpS TH.private Status
AU_Que_Yep_2_2014-05-16 4132 0 genomewide 14046 40542 0.346455527601006 3.61616031284758 Keep Keep Keep
AU_Que_Yep_3_2014-05-16 4937 0 genomewide 19635 61379 0.319897684875935 3.69346312721953 Keep Keep Keep
AU_Que_Yep_4_2014-05-16 3939 0 genomewide 15230 44020 0.345979100408905 3.59538598080914 Keep Keep Keep
AU_Que_Yep_5_2014-05-16 6787 0 genomewide 22378 69185 0.323451615234516 3.83167784919147 Keep Keep Keep
AU_Que_Yep_6_2014-05-16 5678 0 genomewide 19907 60168 0.330856933918362 3.75419538818984 Keep Keep Keep
AU_Que_Yep_7_2014-05-16 4603 0 genomewide 14645 42347 0.345833234939901 3.66304097489397 Keep Keep Keep
AU_Que_Yep_8_2014-05-16 4286 0 genomewide 18478 54579 0.338555121933344 3.63205216670581 Keep Keep Keep
AU_Que_Yep_9_2014-05-16 4276 0 genomewide 10599 28409 0.37308599387518 3.63103769653674 Keep Keep Keep
AU_Sou_MtG_1_2014-04-16 3229 0 genomewide 15371 46766 0.32867895479622 3.50906804501716 Keep Keep Keep
AU_Sou_MtG_10_2014-04-16 3058 0 genomewide 14148 43303 0.326721012400988 3.4854374810763 Keep Keep Keep
AU_Sou_MtG_2_2014-04-16 3018 0 genomewide 15521 48455 0.320317820658343 3.47971923543957 Keep Keep Keep
AU_Sou_MtG_3_2014-04-16 3593 0 genomewide 19299 61386 0.314387645391457 3.55545721720465 Keep Keep Keep
AU_Sou_MtG_4_2014-04-16 3227 0 genomewide 11359 33324 0.340865442323851 3.5087989654039 Keep Keep Keep
AU_Sou_MtG_5_2014-04-16 4230 0 genomewide 13437 39805 0.337570656952644 3.62634036737504 Keep Keep Keep
AU_Sou_MtG_6_2014-04-16 3370 0 genomewide 14432 43159 0.334391436316875 3.52762990087134 Keep Keep Keep
AU_Sou_MtG_7_2014-04-16 3668 0 genomewide 19420 60918 0.318789192028629 3.56442932699798 Keep Keep Keep
AU_Sou_MtG_8_2014-04-16 5546 0 genomewide 20037 62252 0.321869176893915 3.74397986524184 Keep Keep Keep
AU_Sou_MtG_9_2014-04-16 4206 0 genomewide 17038 51988 0.327729476032931 3.6238692683503 Keep Keep Keep
AU_Tas_Hil_1_2014-04-16 4310 0 genomewide 13965 40528 0.344576589024872 3.63447727016073 Keep Keep Keep
AU_Tas_Hil_10_2014-04-16 4158 0 genomewide 16465 50526 0.325871828365594 3.61888448499545 Keep Keep Keep
AU_Tas_Hil_2_2014-04-16 4268 0 genomewide 15242 45632 0.334019985974755 3.63022441075243 Keep Keep Keep
AU_Tas_Hil_3_2014-04-16 13994 0 genomewide 26538 78984 0.335992099665755 4.14594186957612 Keep Keep Keep
AU_Tas_Hil_4_2014-04-16 3997 0 genomewide 10934 30914 0.35369088438895 3.60173414826011 Keep Keep Keep
AU_Tas_Hil_5_2014-04-16 6140 0 genomewide 17085 50598 0.337661567650895 3.78816837114117 Keep Keep Keep
AU_Tas_Hil_6_2014-04-16 2721 0 genomewide 8720 24969 0.349233048980736 3.43472854177976 Keep Keep Keep
AU_Tas_Hil_7_2014-04-16 4192 0 genomewide 22589 72094 0.313327045246484 3.62242127397567 Keep Keep Keep
AU_Tas_Hil_8_2014-04-16 4878 0 genomewide 17544 54049 0.324594349571685 3.68824179597771 Keep Keep Keep
AU_Tas_Hil_9_2014-04-16 8164 0 genomewide 18205 53245 0.341910038501268 3.91190299604403 Keep Keep Keep
AU_Tas_Luc_1_2014-04-16 5063 0 genomewide 13367 38609 0.346214613173094 3.70440792738684 Keep Keep Keep
AU_Tas_Luc_10_2014-04-16 3986 0 genomewide 17455 54759 0.318760386420497 3.60053729436447 Keep Keep Keep
AU_Tas_Luc_2_2014-04-16 5629 0 genomewide 26006 82265 0.31612471889625 3.7504312486602 Keep Keep Keep
AU_Tas_Luc_3_2014-04-16 5341 0 genomewide 13354 38129 0.350232106795353 3.72762257796914 Keep Keep Keep
AU_Tas_Luc_4_2014-04-16 5636 0 genomewide 14585 42172 0.345845584748174 3.75097098443732 Keep Keep Keep
AU_Tas_Luc_5_2014-04-16 4533 0 genomewide 20001 62868 0.318142775338805 3.65638571905869 Keep Keep Keep
AU_Tas_Luc_6_2014-04-16 6046 0 genomewide 22742 70906 0.320734493554847 3.7814681428418 Keep Keep Keep
AU_Tas_Luc_7_2014-04-16 3001 0 genomewide 18437 57762 0.319189086250476 3.47726599542485 Keep Keep Keep
AU_Tas_Luc_8_2014-04-16 14432 0 genomewide 27677 82854 0.334045429309388 4.15932652019787 Keep Keep Keep
AU_Tas_Luc_9_2014-04-16 5361 0 genomewide 14715 42670 0.344855870635107 3.72924580722531 Keep Keep Keep
AU_Tas_Tas_1_2004-07-01 3029 0 genomewide 18208 45846 0.397155695153339 3.48129927333286 Keep Keep Keep
AU_Tas_Tas_2_2004-07-01 5700 0 genomewide 16402 41642 0.393881177657173 3.75587485567249 Keep Keep Keep
AU_Vic_Ham_1_2014-05-16 2929 0 genomewide 12798 38341 0.333794110743069 3.4667193716816 Keep Keep Keep
AU_Vic_Ham_10_2014-05-16 10218 0 genomewide 23088 69912 0.330243734981119 4.00936589834624 Keep Keep Keep
AU_Vic_Ham_2_2014-05-16 2498 0 genomewide 13293 39924 0.332957619477006 3.39759243403812 Keep Keep Keep
AU_Vic_Ham_3_2014-05-16 2869 0 genomewide 19668 63943 0.307586444176845 3.457730548246 Keep Keep Keep
AU_Vic_Ham_4_2014-05-16 2971 0 genomewide 20210 65832 0.306993559363228 3.47290265180366 Keep Keep Keep
AU_Vic_Ham_5_2014-05-16 2290 0 genomewide 16919 54180 0.312273901808786 3.35983548233989 Keep Keep Keep
AU_Vic_Ham_6_2014-05-16 4153 0 genomewide 10687 30479 0.350634863348535 3.61836193110988 Keep Keep Keep
AU_Vic_Ham_7_2014-05-16 4377 0 genomewide 17643 55492 0.317937720752541 3.64117654661311 Keep Keep Keep
AU_Vic_Ham_8_2014-05-16 3727 0 genomewide 17888 57158 0.31295706637741 3.57135939275384 Keep Keep Keep
AU_Vic_Ham_9_2014-05-16 10366 0 genomewide 23549 71475 0.329471843301854 4.01561120450351 Keep Keep Keep
AU_Vic_Mel_1_2021-04-19 11270 0 genomewide 43392 128940 0.336528617961843 4.05192391604611 Keep Keep Keep
AU_Vic_Tah_1_2017-12-04 15002 0 genomewide 48864 141794 0.344612607021454 4.17614916112655 Keep Keep Keep
AU_Vic_Yer_1_NA-MM-DD 6667 0 genomewide 35333 108638 0.325236105230214 3.82393045512556 Keep Keep Keep
BR_Rio_San_1_2020-01-06 23494 0 genomewide 41977 133046 0.315507418486839 4.37095696441645 Keep Keep Keep
BR_Sao_USP_1_2019-09-15 19268 0 genomewide 35374 109973 0.321660771280223 4.2848366376424 Keep Keep Keep
BY_Bre_Bre_1_2015-09-11 8503 0 genomewide 47997 130058 0.369043042334958 3.92957217907655 Keep Keep Keep
CA_New_StJ_1_2013-10-15 577 0 genomewide 7190 21941 0.327697005605943 2.76117581315573 Keep Keep Keep
CA_New_StJ_10_2013-10-15 2999 0 genomewide 8825 24203 0.364624220137999 3.47697646575953 Keep Keep Keep
CA_New_StJ_2_2013-10-15 2342 0 genomewide 20839 65778 0.316808051324151 3.36958689073634 Keep Keep Keep
CA_New_StJ_3_2013-10-15 3941 0 genomewide 15747 46139 0.341294783155248 3.5956064348656 Keep Keep Keep
CA_New_StJ_4_2013-10-15 1490 0 genomewide 14782 47551 0.310866227839583 3.17318626841227 Keep Keep Keep
CA_New_StJ_5_2013-10-15 3399 0 genomewide 11799 33661 0.350524345681946 3.53135116458306 Keep Keep Keep
CA_New_StJ_6_2013-10-15 1051 0 genomewide 12423 38438 0.323195795827046 3.02160271602824 Keep Keep Keep
CA_New_StJ_7_2013-10-15 2882 0 genomewide 25176 81831 0.307658466840195 3.45969397647797 Keep Keep Keep
CA_New_StJ_8_2013-10-15 1298 0 genomewide 19358 64123 0.301888557927733 3.11327469246435 Keep Keep Keep
CA_New_StJ_9_2013-10-15 4014 0 genomewide 18810 58129 0.323590634622994 3.60357736815147 Keep Keep Keep
CA_Nov_Gas_1_2013-10-15 4793 0 genomewide 20100 62014 0.324120359918728 3.68060742899179 Keep Keep Keep
CA_Nov_Gas_10_2013-10-15 3603 0 genomewide 8450 22398 0.377265827306009 3.55666426212257 Keep Keep Keep
CA_Nov_Gas_2_2013-10-15 1651 0 genomewide 20302 64069 0.316877116858387 3.21774707326279 Keep Keep Keep
CA_Nov_Gas_3_2013-10-15 2202 0 genomewide 22368 72015 0.310601957925432 3.34281731463573 Keep Keep Keep
CA_Nov_Gas_4_2013-10-15 2702 0 genomewide 10489 30873 0.339746704239951 3.43168534468601 Keep Keep Keep
CA_Nov_Gas_5_2013-10-15 41884 0 genomewide 32059 77182 0.415368868389003 4.62204815091925 Keep Keep Keep
CA_Nov_Gas_6_2013-10-15 2121 0 genomewide 14968 44214 0.338535305559325 3.32654066851656 Keep Keep Keep
CA_Nov_Gas_7_2013-10-15 2805 0 genomewide 27681 92115 0.300504803777886 3.44793286559218 Keep Keep Keep
CA_Nov_Gas_8_2013-10-15 1409 0 genomewide 20629 68780 0.299927304448968 3.14891099310936 Keep Keep Keep
CA_Nov_Gas_9_2013-10-15 2650 0 genomewide 17562 55233 0.317962087882244 3.42324587393681 Keep Keep Keep
CA_Ont_Sud_1_2015-08-03 5142 0 genomewide 57763 168688 0.342425068766006 3.71113207230684 Keep Keep Keep
CA_Ont_Sud_1_2015-09-30 15889 0 genomewide 60729 169443 0.358403710982454 4.20109656503947 Keep Keep Keep
CH_Fri_Ors_1_2020-08-23 9266 0 genomewide 46844 131293 0.356789775540204 3.96689229586714 Keep Keep Keep
CH_Vau_Cha_1_2014-07-24 38779 0 genomewide 55219 139893 0.394723109805351 4.5885966056689 Keep Keep Keep
CH_Vau_Cha_1_2014-10-05 374907 0 genomewide 170214 153718 1.10731339205558 5.57392354933857 Exclude Exclude Exclude
CH_Vau_Cha_1_2015-08-01 11625 0 genomewide 48247 130598 0.369431384860411 4.06539296156199 Keep Keep Keep
CH_Vau_Cha_1_2016-08-15 61155 0 genomewide 57881 147883 0.391397253233976 4.78643197050784 Keep Keep Keep
CH_Vau_Vul_1_2018-09-18 4746 0 genomewide 47357 131799 0.359312286132672 3.67632773388132 Keep Keep Keep
CH_Vau_Vul_1_2019-07-17 6757 0 genomewide 45172 134590 0.335626718181143 3.82975391892497 Keep Keep Keep
CH_Vau_Vul_1_2019-09-24 8219 0 genomewide 48170 136810 0.352094145164827 3.91481898044747 Keep Keep Keep
CH_Vau_Vul_1_2020-07-29 12160 0 genomewide 52214 144102 0.362340564322494 4.08493357493672 Keep Keep Keep
CH_Vau_Vul_1_2020-09-15 7722 0 genomewide 47483 133553 0.355536753199104 3.88772979728803 Keep Keep Keep
CO_Cun_Tab_1_2019-12-20 23796 0 genomewide 53832 156367 0.34426701286077 4.37650396025293 Keep Keep Keep
CO_Mag_Sie_1_2019-07-24 36205 0 genomewide 53576 158304 0.338437436830402 4.55876855181658 Keep Keep Keep
CO_Tol_Gir_1_2019-04-04 29248 0 genomewide 53708 154143 0.348429704884425 4.46609617405374 Keep Keep Keep
CO_Tol_Mel_1_2019-06-11 21287 0 genomewide 50559 150982 0.334867732577393 4.32811446015839 Keep Keep Keep
CY_Nic_Nic_1_2014-08-10 19327 0 genomewide 51983 144622 0.359440472403922 4.28616444665352 Keep Keep Keep
DE_Bad_Bro_1_2014-06-26 12948 0 genomewide 51705 143596 0.360072703975041 4.11220269073054 Keep Keep Keep
DE_Bad_Bro_1_2014-10-15 13017 0 genomewide 50800 142376 0.35680170815306 4.11451090484887 Keep Keep Keep
DE_Bad_Bro_1_2015-06-30 13519 0 genomewide 55596 140380 0.396039321840718 4.13094456804468 Keep Keep Keep
DE_Bad_Bro_1_2015-10-25 14590 0 genomewide 57454 142781 0.402392475189276 4.16405529189345 Keep Keep Keep
DE_Bad_Bro_1_2016-07-24 19520 0 genomewide 53626 149861 0.357838263457471 4.29047981333067 Keep Keep Keep
DE_Bad_Bro_1_2016-10-23 21700 0 genomewide 54982 152247 0.361136836850644 4.33645973384853 Keep Keep Keep
DE_Bad_Bro_1_2017-06-27 9432 0 genomewide 44960 131042 0.34309610659178 3.97460379208703 Keep Keep Keep
DE_Bad_Bro_1_2018-06-26 8350 0 genomewide 47138 127612 0.369385324264176 3.9216864754836 Keep Keep Keep
DE_Bad_Bro_1_2019-07-03 6240 0 genomewide 45276 127815 0.354230724093416 3.79518458968242 Keep Keep Keep
DE_Bad_Bro_1_2020-07-16 9630 0 genomewide 33307 110247 0.302112529139115 3.98362628712453 Keep Keep Keep
DE_Bad_Bro_1_2020-10-24 9232 0 genomewide 32265 107052 0.30139558345477 3.96529579581166 Keep Keep Keep
DE_Bad_Bro_1_2021-07-21 9957 0 genomewide 47582 134083 0.354869744859527 3.99812850712827 Keep Keep Keep
DE_Bad_Bro_1_2021-10-20 16770 0 genomewide 56371 145314 0.387925457973767 4.22453306260609 Keep Keep Keep
DE_Bad_Wal_1_2019-10-02 18779 0 genomewide 45673 129313 0.35319728101583 4.27367246194261 Keep Keep Keep
DE_Bad_Wal_1_2020-10-02 11324 0 genomewide 43656 132497 0.329486705359367 4.05399986069307 Keep Keep Keep
DE_Bay_Mun_1_2014-06-19 9560 0 genomewide 48638 141380 0.34402319988683 3.9804578922761 Keep Keep Keep
DE_Bay_Mun_1_2014-09-03 72085 0 genomewide 68086 143801 0.473473758875112 4.85784490279202 Keep Keep Keep
DE_Bay_Mun_1_2015-06-01 11913 0 genomewide 53739 142503 0.377107850361045 4.07602114178355 Keep Keep Keep
DE_Bay_Mun_1_2015-09-01 13510 0 genomewide 53548 137730 0.388789660930807 4.13065534902203 Keep Keep Keep
DE_Bay_Mun_1_2016-06-25 20651 0 genomewide 55269 152917 0.36143136472727 4.31494108669298 Keep Keep Keep
DE_Bay_Mun_1_2016-09-01 25773 0 genomewide 58671 158444 0.370294867587286 4.41116497375519 Keep Keep Keep
DE_Bay_Mun_1_2017-06-20 18608 0 genomewide 54508 149034 0.365742045439296 4.26969969738437 Keep Keep Keep
DE_Bay_Mun_1_2017-09-03 12518 0 genomewide 53353 147432 0.361882088013457 4.09753494721728 Keep Keep Keep
DE_Bay_Mun_1_2018-06-25 7254 0 genomewide 40518 123452 0.328208534491138 3.86057755124442 Keep Keep Keep
DE_Bay_Mun_1_2018-09-09 14514 0 genomewide 52451 146624 0.357724519860323 4.16178711874552 Keep Keep Keep
DE_Bay_Mun_1_2019-06-22 9425 0 genomewide 48952 134976 0.362671882408724 3.97428135887783 Keep Keep Keep
DE_Bay_Mun_1_2019-09-02 9810 0 genomewide 52392 139547 0.375443398998187 3.99166900737995 Keep Keep Keep
DE_Bay_Mun_1_2020-06-25 6516 0 genomewide 41162 124936 0.329464685919191 3.81398107563647 Keep Keep Keep
DE_Bay_Mun_1_2020-09-05 10419 0 genomewide 50889 136889 0.371753756693379 4.01782603803042 Keep Keep Keep
DE_Bay_Mun_1_2021-06-25 7842 0 genomewide 47453 133714 0.354884305308345 3.89442683796419 Keep Keep Keep
DE_Bay_Mun_1_2021-09-04 5834 0 genomewide 43821 131975 0.332040159121046 3.76596642478571 Keep Keep Keep
DE_Bay_Wue_1_2020-07-18 12662 0 genomewide 51605 142680 0.36168348752453 4.10250230918545 Keep Keep Keep
DE_Bay_Wue_1_2020-09-23 9088 0 genomewide 49683 139548 0.356028033364864 3.95846831836694 Keep Keep Keep
DE_Bay_Wue_1_2021-07-27 47289 0 genomewide 48166 156222 0.308317650522974 4.67476013027523 Keep Keep Keep
DE_Bay_Wue_1_2021-10-18 10016 0 genomewide 49973 138270 0.361416070007955 4.00069431586635 Keep Keep Keep
DE_Bra_Ber_1_2021-07-24 9354 0 genomewide 27371 95835 0.285605467730996 3.97099736557249 Keep Keep Keep
DE_Bra_Ber_2_2021-07-24 10495 0 genomewide 50064 137045 0.365310664380313 4.02098244291842 Keep Keep Keep
DK_Mid_Kar_1_2014-09-01 49152 0 genomewide 60031 138890 0.432219742242062 4.6915411940154 Keep Keep Keep
DK_Mid_Kar_1_2014-11-25 49989 0 genomewide 59114 135188 0.43727253898275 4.69887444903853 Keep Keep Keep
DK_Mid_Kar_1_2016-06-08 16949 0 genomewide 42603 126032 0.338033197917989 4.22914407968993 Keep Keep Keep
DK_Mid_Kar_1_2016-09-15 18136 0 genomewide 46880 133379 0.351479618230756 4.25854150711846 Keep Keep Keep
DK_Mid_Kar_1_2016-11-22 19697 0 genomewide 50020 141679 0.353051616682783 4.29440008490981 Keep Keep Keep
DK_Mid_Kar_1_2017-08-08 10726 0 genomewide 47879 129927 0.368506930814996 4.03043779262705 Keep Keep Keep
DK_Mid_Kar_1_2018-06-30 10659 0 genomewide 47143 131566 0.358322058890595 4.02771646220899 Keep Keep Keep
DK_Mid_Kar_1_2018-10-05 8615 0 genomewide 45352 126384 0.358842891505254 3.93525528178405 Keep Keep Keep
DK_Mid_Kar_1_2019-07-09 9982 0 genomewide 48087 132223 0.363681053976993 3.9992175655301 Keep Keep Keep
DK_Mid_Kar_1_2019-10-01 6821 0 genomewide 46827 131486 0.356136775017873 3.83384804953115 Keep Keep Keep
DK_Mid_Kar_1_2020-07-31 8599 0 genomewide 47404 131952 0.359251849157269 3.93444794894897 Keep Keep Keep
DK_Mid_Kar_1_2020-10-31 9585 0 genomewide 49354 139856 0.352891545589749 3.98159211721408 Keep Keep Keep
EC_Pic_Con_1_2019-06-26 19815 0 genomewide 43438 128727 0.337442805316678 4.29699407667021 Keep Keep Keep
ES_Bal_Tom_1_2021-10-07 13854 0 genomewide 48556 139441 0.348218959990247 4.14157518330082 Keep Keep Keep
ES_Bar_Bar_1_2012-07-13 8483 0 genomewide 40048 125327 0.319548062269104 3.92854946700166 Keep Keep Keep
ES_Bar_Bar_1_2012-10-16 12114 0 genomewide 47003 140829 0.33375938194548 4.08328756932728 Keep Keep Keep
ES_Ciu_Man_1_2020-08-10 12545 0 genomewide 48800 135577 0.359943058188336 4.09847066565063 Keep Keep Keep
ES_Ciu_Tom_1_2015-09-17 23577 0 genomewide 57199 144869 0.394832572876185 4.37248854349302 Keep Keep Keep
ES_Ciu_Tom_1_2015-10-08 15294 0 genomewide 47685 130317 0.365915421625728 4.18452108585291 Keep Keep Keep
ES_Ciu_Tom_1_2016-09-02 36754 0 genomewide 57731 155786 0.370578871015367 4.56530461099557 Keep Keep Keep
ES_Ciu_Tom_1_2016-10-11 26590 0 genomewide 52542 148826 0.353043151062314 4.42471833733157 Keep Keep Keep
ES_Ciu_Tom_1_2017-10-04 11086 0 genomewide 47403 135906 0.348792547790385 4.04477487425644 Keep Keep Keep
ES_Ciu_Tom_1_2018-10-03 5184 0 genomewide 42594 131941 0.322826111671126 3.71466499286254 Keep Keep Keep
ES_Ciu_Tom_1_2020-09-30 8380 0 genomewide 43544 132753 0.328007653311036 3.92324401863028 Keep Keep Keep
ES_Gra_Ben_1_2016-10-08 29710 0 genomewide 52006 144739 0.359308824850248 4.47290265180366 Keep Keep Keep
ES_Gra_Ben_1_2017-10-05 11308 0 genomewide 48213 136701 0.352689446309829 4.05338579981748 Keep Keep Keep
ES_Gra_Cor_1_2015-08-08 18018 0 genomewide 51480 133567 0.385424543487538 4.25570658258262 Keep Keep Keep
ES_Gra_Cor_1_2017-07-28 5568 0 genomewide 43579 134211 0.324705128491703 3.74569922660251 Keep Keep Keep
ES_Gra_Gua_1_2015-09-12 19811 0 genomewide 53407 137542 0.388295938695089 4.29690639797776 Keep Keep Keep
ES_Gra_Pur_1_2016-08-30 27666 0 genomewide 52950 152938 0.346218729158221 4.44194637260305 Keep Keep Keep
ES_Ler_Gim_1_2014-08-13 51887 0 genomewide 60360 149652 0.403335738914281 4.71505856140393 Keep Keep Keep
ES_Ler_Gim_1_2014-10-20 58603 0 genomewide 62696 149415 0.419609811598568 4.76791984895489 Keep Keep Keep
ES_Ler_Gim_1_2015-06-28 20832 0 genomewide 54453 140826 0.386668654935878 4.3187309668881 Keep Keep Keep
ES_Ler_Gim_1_2015-10-22 14754 0 genomewide 50006 135705 0.368490475664124 4.16890977912236 Keep Keep Keep
ES_Ler_Gim_1_2016-08-25 22524 0 genomewide 40490 130102 0.311217352538777 4.35264551866897 Keep Keep Keep
ES_Ler_Gim_1_2016-10-21 26072 0 genomewide 54731 154140 0.355073309977942 4.41617434745709 Keep Keep Keep
ES_Ler_Gim_1_2017-07-24 7883 0 genomewide 45054 134877 0.334037678773994 3.89669152656288 Keep Keep Keep
ES_Ler_Gim_1_2017-10-14 8869 0 genomewide 45747 134395 0.340392127683322 3.9478746548977 Keep Keep Keep
ES_Ler_Gim_1_2018-08-25 11192 0 genomewide 48314 137518 0.351328553353016 4.04890770148377 Keep Keep Keep
ES_Ler_Gim_1_2018-10-26 12474 0 genomewide 50220 141069 0.355996001956489 4.09600573971511 Keep Keep Keep
ES_Ler_Gim_1_2019-08-25 7736 0 genomewide 45791 132913 0.344518594870329 3.88851646107495 Keep Keep Keep
ES_Ler_Gim_1_2020-10-26 13820 0 genomewide 49668 138624 0.358292936288089 4.14050804303818 Keep Keep Keep
ES_Ler_Gim_1_2021-08-31 8198 0 genomewide 22709 83973 0.270432162718969 3.91370791398048 Keep Keep Keep
ES_Ler_Pin_1_2018-10-10 5105 0 genomewide 44445 135427 0.328184187791209 3.70799574642293 Keep Keep Keep
ES_Mad_Yep_1_2018-11-06 5451 0 genomewide 42465 133389 0.318354586959944 3.7364761820277 Keep Keep Keep
ES_Tol_Vil_1_2018-10-07 6288 0 genomewide 46466 137558 0.337792058622545 3.79851253303135 Keep Keep Keep
ES_Zam_Ose_1_2018-09-20 8384 0 genomewide 34879 120709 0.288951113835754 3.92345126963965 Keep Keep Keep
FI_Cen_Jyv_1_2019-09-19 7790 0 genomewide 42356 124479 0.340266229645161 3.89153745767256 Keep Keep Keep
FI_Cen_Ves_1_2014-07-26 51548 0 genomewide 63903 145997 0.437700774673452 4.71221181984623 Keep Keep Keep
FI_Cen_Ves_1_2016-07-29 28372 0 genomewide 58387 155297 0.375969915709898 4.45288995117649 Keep Keep Keep
FI_Pir_Aka_1_2014-07-25 69117 0 genomewide 66122 132845 0.497737965297904 4.83958487947487 Keep Keep Keep
FI_Pir_Aka_1_2014-08-27 41013 0 genomewide 57399 140030 0.409905020352782 4.61292153802177 Keep Keep Keep
